"iso","scope","quintile","gender","population","population_perc","year_survey","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","water_trucked","water_on_premises","water_distr","consume_distr","access_water_other_max","access_water_other_min","consume_bottled","access_water_daily","water_dist_continuity_jmp","improved_w_access_min","improved_w_access_max","access_water_piped_house_daily","access_water_piped_plot_daily","treat_water","water_meter","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","improved_san_min__hh","improved_san_max","improved_san_min_exclusive","improved_san_max_exclusive","access_latrines_unimproved_min","access_latrines_unimproved_max","access_latrines_unimproved_exclusive_min","no_sanitation_access","name"
"SLV","country","1","all",6321042,0.2,2020,25.9627984670254,54.85,132.590702856558,605,0.156,0.534,0.0119,0.702,0.719,0.719,0.224,0.164,NA,0.405,0.351,0.884,0.943,0.0933,0.285,NA,NA,0.872,0.143,0.237,0.125,0.588,0.134,0.226,0.106,0.512,0.505,0.968,0.466,0.872,0.0315,0.495,0.128,0.071,"SLV_2020"
"SLV","country","2","all",6321042,0.2,2020,77.9509462961231,101.11110941569,396.81629258609,1178.33331298828,0.251,0.493,0.015,0.758,0.75,0.75,0.214,0.147,NA,0.441,0.365,0.898,0.964,0.151,0.284,NA,NA,0.88,0.261,0.209,0.1,0.515,0.238,0.189,0.0869,0.454,0.57,0.985,0.514,0.88,0.0153,0.43,0.12,0.0527,"SLV_2020"
"SLV","country","3","all",6321042,0.2,2020,123.821301704035,149.999999880791,631.787777323715,1508,0.356,0.442,0.0088,0.807,0.803,0.803,0.184,0.126,NA,0.43,0.444,0.929,0.987,0.185,0.241,NA,NA,0.912,0.385,0.235,0.0561,0.373,0.373,0.218,0.0441,0.322,0.676,0.993,0.635,0.912,0.0065,0.324,0.0876,0.0346,"SLV_2020"
"SLV","country","4","all",6321042,0.2,2020,184.003367308698,227.166662597656,886.396203204136,2237.50002288818,0.45,0.392,0.0142,0.856,0.842,0.842,0.15,0.102,NA,0.488,0.456,0.944,0.993,0.279,0.208,NA,NA,0.927,0.475,0.218,0.0528,0.305,0.458,0.201,0.0444,0.268,0.746,0.998,0.704,0.927,0.00214,0.254,0.0733,0.0273,"SLV_2020"
"SLV","country","5","all",6321042,0.2,2020,413.303103578634,7400,1743.91097854991,16001.3333330154,0.612,0.3,0.0101,0.923,0.915,0.915,0.0819,0.0561,NA,0.584,0.424,0.971,0.997,0.416,0.167,NA,NA,0.948,0.624,0.216,0.0224,0.156,0.61,0.204,0.018,0.134,0.862,0.996,0.832,0.948,0.00385,0.138,0.0517,0.0139,"SLV_2020"
"SLV","country","total","all",6321042,1,2020,157.729277710116,7400,729.763736251814,16001.3333330154,0.365,0.432,0.012,0.809,0.806,0.806,0.171,0.119,NA,0.47,0.408,0.925,0.977,0.225,0.237,NA,NA,0.908,0.378,0.223,0.0712,0.387,0.363,0.207,0.06,0.338,0.672,0.988,0.63,0.908,0.0119,0.328,0.0919,0.0399,"SLV_2020"
"SLV","country","1","female",6321042,0.0633530312551333,2020,25.166114110192,54.85,120.64701601028,605,0.181,0.535,0.00748,0.723,0.746,0.746,0.202,0.149,NA,0.411,0.379,0.895,0.948,0.0964,0.285,NA,NA,0.867,0.177,0.259,0.112,0.542,0.169,0.244,0.0913,0.454,0.548,0.979,0.505,0.867,0.0214,0.452,0.133,0.0703,"SLV_2020"
"SLV","country","2","female",6321042,0.0673441320666765,2020,77.8204082030846,101.11110941569,394.408064493497,1178.33331298828,0.305,0.476,0.00602,0.787,0.784,0.784,0.188,0.133,NA,0.454,0.358,0.917,0.972,0.183,0.267,NA,NA,0.889,0.347,0.19,0.0737,0.452,0.318,0.173,0.0627,0.398,0.611,0.99,0.554,0.889,0.0102,0.389,0.111,0.0511,"SLV_2020"
"SLV","country","3","female",6321042,0.0689800326677524,2020,124.060053370191,149.600003814697,629.852356390109,1253,0.377,0.422,0.0177,0.817,0.804,0.804,0.185,0.125,NA,0.379,0.463,0.929,0.989,0.159,0.215,NA,NA,0.925,0.434,0.213,0.043,0.348,0.418,0.203,0.031,0.303,0.69,0.995,0.653,0.925,0.005,0.31,0.0751,0.0284,"SLV_2020"
"SLV","country","4","female",6321042,0.0684006301636599,2020,182.498654672495,226.66667175293,895.434215354348,2237.50002288818,0.387,0.446,0.018,0.851,0.834,0.834,0.16,0.118,NA,0.446,0.483,0.952,0.994,0.193,0.252,NA,NA,0.934,0.441,0.211,0.0529,0.345,0.427,0.199,0.0426,0.309,0.705,0.998,0.668,0.934,0.00234,0.295,0.0658,0.018,"SLV_2020"
"SLV","country","5","female",6321042,0.0655950063432773,2020,404.770036578395,3468,1759.49721963497,10000,0.643,0.273,0.0148,0.93,0.917,0.917,0.0804,0.051,NA,0.601,0.418,0.968,0.997,0.448,0.151,NA,NA,0.951,0.67,0.188,0.0196,0.136,0.654,0.18,0.0181,0.118,0.878,0.994,0.852,0.951,0.00554,0.122,0.0489,0.0174,"SLV_2020"
"SLV","country","total","female",6321042,0.334021969969335,2020,156.099836088626,3468,733.465681610051,10000,0.377,0.431,0.0128,0.821,0.816,0.816,0.164,0.116,NA,0.457,0.42,0.932,0.98,0.214,0.235,NA,NA,0.913,0.412,0.213,0.0605,0.366,0.395,0.2,0.0494,0.318,0.685,0.991,0.645,0.913,0.00892,0.315,0.087,0.0371,"SLV_2020"
"SLV","country","1","male",6321042,0.136646968744867,2020,26.3321617205431,54.7916666666667,138.128101695506,546.333343505859,0.143,0.534,0.0143,0.69,0.705,0.705,0.235,0.173,NA,0.402,0.336,0.877,0.94,0.0916,0.284,NA,NA,0.875,0.124,0.226,0.132,0.613,0.116,0.216,0.115,0.544,0.481,0.963,0.446,0.875,0.037,0.519,0.125,0.0714,"SLV_2020"
"SLV","country","2","male",6321042,0.132655867933324,2020,78.0172153177222,101.041666507721,398.038854642642,981,0.222,0.502,0.0197,0.743,0.732,0.732,0.228,0.155,NA,0.434,0.368,0.888,0.96,0.134,0.293,NA,NA,0.876,0.215,0.219,0.114,0.548,0.195,0.197,0.0999,0.484,0.548,0.982,0.492,0.876,0.018,0.452,0.124,0.0535,"SLV_2020"
"SLV","country","3","male",6321042,0.131019967332248,2020,123.695602560109,149.999999880791,632.80674719483,1508,0.344,0.453,0.00402,0.801,0.802,0.802,0.184,0.127,NA,0.457,0.434,0.929,0.986,0.2,0.254,NA,NA,0.906,0.359,0.246,0.0631,0.387,0.348,0.225,0.0511,0.332,0.669,0.993,0.625,0.906,0.00731,0.331,0.0943,0.0379,"SLV_2020"
"SLV","country","4","male",6321042,0.13159936983634,2020,184.785462942283,227.166662597656,881.698568806114,1808.33331298828,0.485,0.362,0.0122,0.859,0.847,0.847,0.145,0.0932,NA,0.51,0.441,0.94,0.992,0.326,0.184,NA,NA,0.923,0.493,0.222,0.0527,0.282,0.475,0.203,0.0454,0.245,0.768,0.998,0.723,0.923,0.00203,0.232,0.0774,0.0323,"SLV_2020"
"SLV","country","5","male",6321042,0.134404993656723,2020,417.467581168194,7400,1736.30427023478,16001.3333330154,0.597,0.315,0.00771,0.919,0.914,0.914,0.0827,0.0587,NA,0.575,0.427,0.973,0.997,0.399,0.175,NA,NA,0.947,0.6,0.23,0.0239,0.166,0.588,0.216,0.018,0.143,0.855,0.997,0.822,0.947,0.00299,0.145,0.0531,0.0122,"SLV_2020"
"SLV","country","total","male",6321042,0.665978030030665,2020,158.546525841163,7400,727.907021727432,16001.3333330154,0.359,0.433,0.0116,0.803,0.8,0.8,0.174,0.121,NA,0.476,0.402,0.922,0.975,0.231,0.238,NA,NA,0.905,0.359,0.229,0.077,0.399,0.345,0.211,0.0656,0.349,0.665,0.987,0.622,0.905,0.0134,0.335,0.0945,0.0414,"SLV_2020"
"SLV","rural","1","all",6321042,0.136886671958977,2020,23.9021079237206,54.7916666666667,123.343126428329,546.333343505859,0.0527,0.558,0.0105,0.621,0.654,0.654,0.263,0.197,NA,0.346,0.331,0.851,0.917,0.033,0.273,NA,NA,0.857,0.00827,0.236,0.166,0.712,0.00644,0.226,0.141,0.624,0.41,0.956,0.373,0.857,0.0439,0.59,0.143,0.0903,"SLV_2020"
"SLV","rural","2","all",6321042,0.0975611371190254,2020,76.0078022420726,101.041666507721,392.342251057925,981,0.0587,0.539,0.0218,0.619,0.612,0.612,0.319,0.229,NA,0.298,0.341,0.841,0.93,0.0332,0.252,NA,NA,0.858,0.00823,0.204,0.173,0.758,0.00448,0.182,0.151,0.671,0.386,0.97,0.337,0.858,0.0299,0.614,0.142,0.0888,"SLV_2020"
"SLV","rural","3","all",6321042,0.0656370107356611,2020,122.93186550766,149.611114501953,607.589301125031,1239.16667175293,0.0547,0.58,0.0134,0.648,0.65,0.65,0.318,0.242,NA,0.299,0.405,0.892,0.968,0.0292,0.258,NA,NA,0.849,0.0155,0.252,0.131,0.716,0.0155,0.223,0.107,0.611,0.399,0.983,0.346,0.849,0.017,0.601,0.151,0.0814,"SLV_2020"
"SLV","rural","4","all",6321042,0.0551274138250015,2020,180.896875809957,226.666666666667,904.315004435867,2237.50002288818,0.0547,0.631,0.024,0.709,0.686,0.686,0.289,0.226,NA,0.299,0.46,0.912,0.975,0.0248,0.273,NA,NA,0.897,0.00938,0.324,0.131,0.661,0.00855,0.301,0.111,0.588,0.464,0.994,0.421,0.897,0.00593,0.536,0.103,0.0643,"SLV_2020"
"SLV","rural","5","all",6321042,0.0315565020178285,2020,354.311680657167,7400,1533.55405699238,12027.5,0.15,0.586,0.0305,0.767,0.745,0.745,0.241,0.175,NA,0.318,0.483,0.92,0.986,0.0839,0.227,NA,NA,0.894,0.0424,0.442,0.0839,0.496,0.0391,0.416,0.0738,0.438,0.569,0.981,0.529,0.894,0.0192,0.431,0.106,0.0517,"SLV_2020"
"SLV","rural","total","all",6321042,0.39224606977531,2020,100.797090409596,7400,490.381514120442,12027.5,0.063,0.57,0.0175,0.65,0.655,0.655,0.289,0.215,NA,0.316,0.377,0.87,0.943,0.0355,0.261,NA,NA,0.864,0.0125,0.26,0.15,0.699,0.0106,0.241,0.128,0.613,0.423,0.972,0.379,0.864,0.0282,0.577,0.136,0.0814,"SLV_2020"
"SLV","rural","1","female",6321042,0.0385074034233387,2020,22.5423950230599,54.6666679382324,110.815909006133,485,0.0543,0.552,0.00962,0.616,0.656,0.656,0.261,0.201,NA,0.341,0.336,0.857,0.917,0.0374,0.255,NA,NA,0.845,0.0082,0.271,0.166,0.689,0.0082,0.254,0.135,0.583,0.445,0.968,0.398,0.845,0.0319,0.555,0.155,0.0947,"SLV_2020"
"SLV","rural","2","female",6321042,0.0263810796417632,2020,75.7843590600941,100.75,372.959039489436,853.666664123535,0.0472,0.538,0.00719,0.593,0.594,0.594,0.339,0.242,NA,0.282,0.305,0.837,0.933,0.0258,0.248,NA,NA,0.869,0.0122,0.194,0.147,0.774,0.00901,0.168,0.125,0.692,0.353,0.98,0.301,0.869,0.0198,0.647,0.131,0.0819,"SLV_2020"
"SLV","rural","3","female",6321042,0.0198310155325721,2020,121.358909870526,149.583333333333,583.440592338032,1142.49998474121,0.055,0.539,0.0244,0.618,0.611,0.611,0.353,0.287,NA,0.244,0.438,0.898,0.964,0.0185,0.208,NA,NA,0.891,0.00617,0.254,0.0937,0.727,0.00617,0.235,0.0764,0.651,0.354,0.987,0.317,0.891,0.0129,0.646,0.109,0.0545,"SLV_2020"
"SLV","rural","4","female",6321042,0.0204334589031813,2020,179.60253781564,226.666666666667,1018.48502237823,2237.50002288818,0.0567,0.621,0.0241,0.702,0.68,0.68,0.297,0.244,NA,0.255,0.456,0.924,0.978,0.0273,0.226,NA,NA,0.922,0.00448,0.263,0.115,0.73,0.00325,0.249,0.0999,0.67,0.382,0.997,0.352,0.922,0.00318,0.618,0.0781,0.0474,"SLV_2020"
"SLV","rural","5","female",6321042,0.00826727151008701,2020,356.4881691534,3468,1463.10674175679,10000,0.115,0.596,0.0922,0.803,0.721,0.721,0.272,0.204,NA,0.318,0.487,0.925,0.993,0.0838,0.225,NA,NA,0.874,0.00708,0.403,0.093,0.562,0.00479,0.364,0.093,0.505,0.503,0.972,0.462,0.874,0.028,0.497,0.126,0.0937,"SLV_2020"
"SLV","rural","total","female",6321042,0.115013810651716,2020,102.654579778223,3468,507.85164366825,10000,0.0577,0.561,0.0203,0.639,0.642,0.642,0.302,0.233,NA,0.294,0.377,0.875,0.945,0.0332,0.238,NA,NA,0.873,0.0081,0.259,0.135,0.712,0.00698,0.238,0.113,0.629,0.401,0.979,0.358,0.873,0.0208,0.599,0.127,0.0769,"SLV_2020"
"SLV","rural","1","male",6321042,0.0983792685356384,2020,24.4343238466992,54.7916666666667,128.246503148127,546.333343505859,0.052,0.56,0.0109,0.623,0.653,0.653,0.264,0.195,NA,0.348,0.329,0.848,0.917,0.0311,0.28,NA,NA,0.862,0.00829,0.22,0.166,0.722,0.00566,0.213,0.144,0.643,0.394,0.951,0.362,0.862,0.0493,0.606,0.138,0.0884,"SLV_2020"
"SLV","rural","2","male",6321042,0.0711800574772622,2020,76.0906157798542,101.041666507721,399.526145904664,981,0.0633,0.539,0.0277,0.63,0.619,0.619,0.311,0.224,NA,0.304,0.355,0.843,0.93,0.0362,0.253,NA,NA,0.853,0.00665,0.208,0.184,0.751,0.00266,0.187,0.162,0.663,0.399,0.966,0.352,0.853,0.0339,0.601,0.147,0.0915,"SLV_2020"
"SLV","rural","3","male",6321042,0.0458059952030889,2020,123.612852953381,149.611114501953,618.044120781787,1239.16667175293,0.0545,0.599,0.00847,0.662,0.667,0.667,0.302,0.222,NA,0.323,0.391,0.89,0.97,0.034,0.28,NA,NA,0.83,0.0196,0.251,0.148,0.711,0.0196,0.218,0.121,0.593,0.418,0.981,0.359,0.83,0.0189,0.582,0.17,0.0935,"SLV_2020"
"SLV","rural","4","male",6321042,0.0346939549218201,2020,181.659193114897,226.541670799255,837.073077856502,1712.7499871254,0.0536,0.636,0.0239,0.713,0.69,0.69,0.284,0.216,NA,0.322,0.461,0.906,0.974,0.0236,0.298,NA,NA,0.884,0.012,0.356,0.14,0.625,0.0114,0.328,0.118,0.545,0.508,0.993,0.457,0.884,0.00739,0.492,0.116,0.0732,"SLV_2020"
"SLV","rural","5","male",6321042,0.0232892305077415,2020,353.539065120086,7400,1558.5616278529,12027.5,0.164,0.582,0.00646,0.752,0.755,0.755,0.228,0.164,NA,0.318,0.482,0.919,0.983,0.0839,0.228,NA,NA,0.901,0.0562,0.458,0.0804,0.47,0.0525,0.437,0.0664,0.412,0.594,0.984,0.556,0.901,0.0158,0.406,0.0985,0.0354,"SLV_2020"
"SLV","rural","total","male",6321042,0.277232259123595,2020,100.026484091247,7400,483.133778311397,12027.5,0.0653,0.573,0.0162,0.655,0.66,0.66,0.283,0.208,NA,0.326,0.378,0.868,0.943,0.0365,0.271,NA,NA,0.86,0.0145,0.261,0.157,0.693,0.0121,0.242,0.134,0.606,0.432,0.969,0.388,0.86,0.0315,0.568,0.14,0.0835,"SLV_2020"
"SLV","urban","1","all",6321042,0.0631133280410229,2020,30.4322358927778,54.85,152.647796979746,605,0.36,0.487,0.0146,0.861,0.847,0.847,0.146,0.1,NA,0.522,0.39,0.948,0.993,0.212,0.309,NA,NA,0.904,0.407,0.24,0.0436,0.345,0.387,0.225,0.0383,0.292,0.691,0.993,0.65,0.904,0.00702,0.309,0.0963,0.0329,"SLV_2020"
"SLV","urban","2","all",6321042,0.102438862880975,2020,79.801565662325,101.11110941569,401.077298289683,1178.33331298828,0.432,0.449,0.00849,0.889,0.881,0.881,0.115,0.0703,NA,0.576,0.388,0.951,0.996,0.262,0.314,NA,NA,0.902,0.499,0.213,0.0312,0.286,0.458,0.195,0.0262,0.249,0.743,0.998,0.679,0.902,0.00158,0.257,0.0979,0.0188,"SLV_2020"
"SLV","urban","3","all",6321042,0.134362989264339,2020,124.255795856702,149.999999880791,643.608857300694,1508,0.508,0.372,0.00646,0.887,0.881,0.881,0.116,0.0671,NA,0.496,0.464,0.948,0.997,0.264,0.232,NA,NA,0.945,0.573,0.226,0.018,0.2,0.554,0.215,0.0119,0.176,0.817,0.999,0.781,0.945,0.00118,0.183,0.0555,0.0109,"SLV_2020"
"SLV","urban","4","all",6321042,0.144872586174999,2020,185.185460118086,227.166662597656,879.577679445913,2040,0.598,0.302,0.0106,0.911,0.901,0.901,0.0985,0.0558,NA,0.558,0.455,0.957,0.999,0.375,0.184,NA,NA,0.938,0.649,0.179,0.0234,0.171,0.626,0.164,0.0193,0.148,0.852,0.999,0.809,0.938,0.00072,0.148,0.0623,0.0134,"SLV_2020"
"SLV","urban","5","all",6321042,0.168443497982172,2020,424.354660799637,5333.77777767181,1783.31961526853,16001.3333330154,0.7,0.246,0.00624,0.953,0.947,0.947,0.0517,0.0334,NA,0.634,0.413,0.981,0.999,0.479,0.155,NA,NA,0.959,0.735,0.173,0.0107,0.0914,0.719,0.164,0.00742,0.0762,0.918,0.999,0.89,0.959,0.000925,0.0816,0.0413,0.00673,"SLV_2020"
"SLV","urban","total","all",6321042,0.60775393022469,2020,194.47346907073,5333.77777767181,884.261685397773,16001.3333330154,0.553,0.347,0.00861,0.908,0.9,0.9,0.0975,0.0594,NA,0.565,0.427,0.959,0.997,0.343,0.222,NA,NA,0.935,0.605,0.2,0.0223,0.194,0.581,0.187,0.0177,0.167,0.827,0.998,0.786,0.935,0.00171,0.173,0.0648,0.0141,"SLV_2020"
"SLV","urban","1","female",6321042,0.0248456278317947,2020,29.2325281304657,54.85,135.883918296253,605,0.359,0.511,0.00448,0.874,0.871,0.871,0.12,0.0769,NA,0.508,0.439,0.948,0.992,0.179,0.327,NA,NA,0.898,0.414,0.242,0.0365,0.338,0.394,0.231,0.0298,0.273,0.692,0.993,0.655,0.898,0.00653,0.308,0.102,0.036,"SLV_2020"
"SLV","urban","2","female",6321042,0.0409630524249132,2020,79.1316672869685,101.11110941569,408.221694176186,1178.33331298828,0.475,0.435,0.00525,0.915,0.91,0.91,0.088,0.0603,NA,0.567,0.394,0.97,0.998,0.287,0.28,NA,NA,0.903,0.569,0.188,0.0255,0.239,0.523,0.177,0.0216,0.203,0.783,0.996,0.721,0.903,0.00388,0.217,0.0975,0.0307,"SLV_2020"
"SLV","urban","3","female",6321042,0.0491490171351803,2020,125.149931089418,149.600003814697,648.578924436818,1253,0.514,0.372,0.0149,0.901,0.886,0.886,0.114,0.0559,NA,0.436,0.473,0.942,1,0.218,0.218,NA,NA,0.939,0.616,0.196,0.0215,0.187,0.593,0.19,0.0117,0.155,0.833,0.998,0.795,0.939,0.00165,0.167,0.0609,0.0173,"SLV_2020"
"SLV","urban","4","female",6321042,0.0479671712604786,2020,183.732366880621,226.66667175293,843.015998014158,2040,0.507,0.383,0.0158,0.905,0.89,0.89,0.11,0.0728,NA,0.516,0.493,0.962,1,0.254,0.262,NA,NA,0.939,0.6,0.193,0.0301,0.205,0.581,0.18,0.0217,0.177,0.823,0.998,0.783,0.939,0.00203,0.177,0.0613,0.00731,"SLV_2020"
"SLV","urban","5","female",6321042,0.0573277348331903,2020,411.732797416198,3052,1802.23989141074,8625,0.724,0.223,0.003,0.95,0.947,0.947,0.051,0.0276,NA,0.644,0.408,0.975,0.998,0.504,0.14,NA,NA,0.963,0.771,0.156,0.00832,0.0711,0.753,0.152,0.00668,0.0583,0.935,0.998,0.911,0.963,0.00211,0.0649,0.0371,0.00569,"SLV_2020"
"SLV","urban","total","female",6321042,0.219008159317619,2020,184.167021387427,3052,851.948619967497,8625,0.539,0.365,0.00899,0.914,0.905,0.905,0.0932,0.0559,NA,0.54,0.442,0.961,0.998,0.307,0.233,NA,NA,0.933,0.618,0.189,0.0227,0.19,0.593,0.181,0.0167,0.159,0.83,0.997,0.791,0.933,0.00288,0.17,0.0669,0.0169,"SLV_2020"
"SLV","urban","1","male",6321042,0.0382677002092283,2020,31.2111562984031,54.5555572509766,163.531886917477,400,0.36,0.469,0.0223,0.851,0.829,0.829,0.166,0.118,NA,0.532,0.353,0.948,0.995,0.237,0.295,NA,NA,0.908,0.402,0.239,0.0491,0.351,0.381,0.221,0.0448,0.307,0.691,0.993,0.646,0.908,0.00739,0.309,0.0916,0.0305,"SLV_2020"
"SLV","urban","2","male",6321042,0.0614758104560613,2020,80.2479376916732,101,396.316787430663,949.500020325184,0.402,0.459,0.0107,0.872,0.861,0.861,0.134,0.0772,NA,0.582,0.383,0.939,0.995,0.244,0.337,NA,NA,0.902,0.451,0.23,0.035,0.319,0.413,0.208,0.0294,0.281,0.716,1,0.65,0.902,0,0.284,0.0982,0.0106,"SLV_2020"
"SLV","urban","3","male",6321042,0.0852139721291587,2020,123.740083858119,149.999999880791,640.742262671516,1508,0.505,0.372,0.00155,0.879,0.877,0.877,0.117,0.0736,NA,0.532,0.459,0.951,0.995,0.292,0.24,NA,NA,0.948,0.548,0.244,0.016,0.208,0.531,0.23,0.0121,0.187,0.807,0.999,0.772,0.948,0.000901,0.193,0.0523,0.0071,"SLV_2020"
"SLV","urban","4","male",6321042,0.09690541491452,2020,185.90472613888,227.166662597656,897.67533102044,1808.33331298828,0.648,0.258,0.00777,0.914,0.907,0.907,0.092,0.0466,NA,0.582,0.434,0.953,0.999,0.441,0.141,NA,NA,0.937,0.676,0.171,0.0198,0.153,0.65,0.155,0.018,0.131,0.867,1,0.824,0.937,0,0.133,0.0629,0.0168,"SLV_2020"
"SLV","urban","5","male",6321042,0.111115763148981,2020,430.866633688456,5333.77777767181,1773.5581148035,16001.3333330154,0.688,0.258,0.00798,0.954,0.947,0.947,0.0521,0.0366,NA,0.629,0.416,0.984,0.999,0.466,0.163,NA,NA,0.956,0.715,0.183,0.012,0.102,0.701,0.17,0.00781,0.0858,0.909,1,0.879,0.956,0.000292,0.0906,0.0435,0.00728,"SLV_2020"
"SLV","urban","total","male",6321042,0.388745770907071,2020,200.279824548133,5333.77777767181,902.465934836377,16001.3333330154,0.561,0.336,0.00838,0.905,0.897,0.897,0.1,0.0615,NA,0.579,0.418,0.959,0.997,0.364,0.215,NA,NA,0.936,0.597,0.206,0.022,0.196,0.574,0.19,0.0183,0.172,0.825,0.999,0.783,0.936,0.00101,0.175,0.0635,0.0124,"SLV_2020"
